datetime_beginning_utc,datetime_beginning_ept,area,ace_mw
2/3/2022 3:27:05 AM,2/2/2022 10:27:05 PM,PJM,20.440000
2/3/2022 3:27:20 AM,2/2/2022 10:27:20 PM,PJM,32.400000
2/3/2022 3:27:35 AM,2/2/2022 10:27:35 PM,PJM,-87.190000
2/3/2022 3:27:50 AM,2/2/2022 10:27:50 PM,PJM,-2.770000
2/3/2022 3:28:05 AM,2/2/2022 10:28:05 PM,PJM,86.180000
2/3/2022 3:28:20 AM,2/2/2022 10:28:20 PM,PJM,92.910000
2/3/2022 3:28:35 AM,2/2/2022 10:28:35 PM,PJM,116.760000
2/3/2022 3:28:50 AM,2/2/2022 10:28:50 PM,PJM,52.930000
2/3/2022 3:29:05 AM,2/2/2022 10:29:05 PM,PJM,39.150000
2/3/2022 3:29:20 AM,2/2/2022 10:29:20 PM,PJM,33.430000
2/3/2022 3:29:35 AM,2/2/2022 10:29:35 PM,PJM,112.480000
2/3/2022 3:29:50 AM,2/2/2022 10:29:50 PM,PJM,161.620000
2/3/2022 3:30:05 AM,2/2/2022 10:30:05 PM,PJM,151.120000
2/3/2022 3:30:20 AM,2/2/2022 10:30:20 PM,PJM,85.670000
2/3/2022 3:30:35 AM,2/2/2022 10:30:35 PM,PJM,67.310000
2/3/2022 3:30:50 AM,2/2/2022 10:30:50 PM,PJM,74.390000
2/3/2022 3:31:05 AM,2/2/2022 10:31:05 PM,PJM,136.260000
2/3/2022 3:31:20 AM,2/2/2022 10:31:20 PM,PJM,75.620000
2/3/2022 3:31:35 AM,2/2/2022 10:31:35 PM,PJM,86.390000
2/3/2022 3:31:50 AM,2/2/2022 10:31:50 PM,PJM,42.810000
2/3/2022 3:32:05 AM,2/2/2022 10:32:05 PM,PJM,121.110000
2/3/2022 3:32:20 AM,2/2/2022 10:32:20 PM,PJM,157.980000
2/3/2022 3:32:35 AM,2/2/2022 10:32:35 PM,PJM,176.810000
2/3/2022 3:32:50 AM,2/2/2022 10:32:50 PM,PJM,197.110000
2/3/2022 3:33:05 AM,2/2/2022 10:33:05 PM,PJM,167.780000
2/3/2022 3:33:20 AM,2/2/2022 10:33:20 PM,PJM,147.090000
2/3/2022 3:33:35 AM,2/2/2022 10:33:35 PM,PJM,176.690000
2/3/2022 3:33:50 AM,2/2/2022 10:33:50 PM,PJM,292.130000
2/3/2022 3:34:05 AM,2/2/2022 10:34:05 PM,PJM,303.050000
2/3/2022 3:34:20 AM,2/2/2022 10:34:20 PM,PJM,282.800000
2/3/2022 3:34:35 AM,2/2/2022 10:34:35 PM,PJM,378.860000
2/3/2022 3:34:50 AM,2/2/2022 10:34:50 PM,PJM,381.720000
2/3/2022 3:35:05 AM,2/2/2022 10:35:05 PM,PJM,344.710000
2/3/2022 3:35:20 AM,2/2/2022 10:35:20 PM,PJM,298.800000
2/3/2022 3:35:35 AM,2/2/2022 10:35:35 PM,PJM,233.530000
2/3/2022 3:35:50 AM,2/2/2022 10:35:50 PM,PJM,296.240000
2/3/2022 3:36:05 AM,2/2/2022 10:36:05 PM,PJM,373.280000
2/3/2022 3:36:20 AM,2/2/2022 10:36:20 PM,PJM,307.390000
2/3/2022 3:36:35 AM,2/2/2022 10:36:35 PM,PJM,266.150000
2/3/2022 3:36:50 AM,2/2/2022 10:36:50 PM,PJM,126.900000
2/3/2022 3:37:05 AM,2/2/2022 10:37:05 PM,PJM,107.700000
2/3/2022 3:37:20 AM,2/2/2022 10:37:20 PM,PJM,26.060000
2/3/2022 3:37:35 AM,2/2/2022 10:37:35 PM,PJM,-41.070000
2/3/2022 3:37:50 AM,2/2/2022 10:37:50 PM,PJM,-146.250000
2/3/2022 3:38:05 AM,2/2/2022 10:38:05 PM,PJM,-213.530000
2/3/2022 3:38:20 AM,2/2/2022 10:38:20 PM,PJM,-212.700000
2/3/2022 3:38:35 AM,2/2/2022 10:38:35 PM,PJM,-259.250000
2/3/2022 3:38:50 AM,2/2/2022 10:38:50 PM,PJM,-236.240000
2/3/2022 3:39:05 AM,2/2/2022 10:39:05 PM,PJM,-141.780000
2/3/2022 3:39:20 AM,2/2/2022 10:39:20 PM,PJM,-78.420000
2/3/2022 3:39:35 AM,2/2/2022 10:39:35 PM,PJM,-20.020000
2/3/2022 3:39:50 AM,2/2/2022 10:39:50 PM,PJM,0.030000
2/3/2022 3:40:05 AM,2/2/2022 10:40:05 PM,PJM,72.530000
2/3/2022 3:40:20 AM,2/2/2022 10:40:20 PM,PJM,-1.650000
2/3/2022 3:40:35 AM,2/2/2022 10:40:35 PM,PJM,63.730000
2/3/2022 3:40:50 AM,2/2/2022 10:40:50 PM,PJM,251.280000
2/3/2022 3:41:05 AM,2/2/2022 10:41:05 PM,PJM,234.130000
2/3/2022 3:41:20 AM,2/2/2022 10:41:20 PM,PJM,159.350000
2/3/2022 3:41:35 AM,2/2/2022 10:41:35 PM,PJM,142.900000
2/3/2022 3:41:50 AM,2/2/2022 10:41:50 PM,PJM,114.060000
2/3/2022 3:42:05 AM,2/2/2022 10:42:05 PM,PJM,136.720000
2/3/2022 3:42:20 AM,2/2/2022 10:42:20 PM,PJM,118.230000
2/3/2022 3:42:35 AM,2/2/2022 10:42:35 PM,PJM,197.530000
2/3/2022 3:42:50 AM,2/2/2022 10:42:50 PM,PJM,230.210000
2/3/2022 3:43:05 AM,2/2/2022 10:43:05 PM,PJM,221.680000
2/3/2022 3:43:20 AM,2/2/2022 10:43:20 PM,PJM,200.940000
2/3/2022 3:43:35 AM,2/2/2022 10:43:35 PM,PJM,209.780000
2/3/2022 3:43:50 AM,2/2/2022 10:43:50 PM,PJM,131.420000
2/3/2022 3:44:05 AM,2/2/2022 10:44:05 PM,PJM,153.700000
2/3/2022 3:44:20 AM,2/2/2022 10:44:20 PM,PJM,132.170000
2/3/2022 3:44:35 AM,2/2/2022 10:44:35 PM,PJM,159.490000
2/3/2022 3:44:50 AM,2/2/2022 10:44:50 PM,PJM,183.790000
2/3/2022 3:45:05 AM,2/2/2022 10:45:05 PM,PJM,225.540000
2/3/2022 3:45:20 AM,2/2/2022 10:45:20 PM,PJM,247.570000
2/3/2022 3:45:35 AM,2/2/2022 10:45:35 PM,PJM,290.530000
2/3/2022 3:45:50 AM,2/2/2022 10:45:50 PM,PJM,173.220000
2/3/2022 3:46:05 AM,2/2/2022 10:46:05 PM,PJM,147.510000
2/3/2022 3:46:20 AM,2/2/2022 10:46:20 PM,PJM,126.810000
2/3/2022 3:46:35 AM,2/2/2022 10:46:35 PM,PJM,181.030000
2/3/2022 3:46:50 AM,2/2/2022 10:46:50 PM,PJM,297.520000
2/3/2022 3:47:05 AM,2/2/2022 10:47:05 PM,PJM,237.000000
2/3/2022 3:47:20 AM,2/2/2022 10:47:20 PM,PJM,187.360000
2/3/2022 3:47:35 AM,2/2/2022 10:47:35 PM,PJM,154.070000
2/3/2022 3:47:50 AM,2/2/2022 10:47:50 PM,PJM,141.060000
2/3/2022 3:48:05 AM,2/2/2022 10:48:05 PM,PJM,206.880000
2/3/2022 3:48:20 AM,2/2/2022 10:48:20 PM,PJM,131.920000
2/3/2022 3:48:35 AM,2/2/2022 10:48:35 PM,PJM,180.860000
2/3/2022 3:48:50 AM,2/2/2022 10:48:50 PM,PJM,221.110000
2/3/2022 3:49:05 AM,2/2/2022 10:49:05 PM,PJM,289.780000
2/3/2022 3:49:20 AM,2/2/2022 10:49:20 PM,PJM,235.410000
2/3/2022 3:49:35 AM,2/2/2022 10:49:35 PM,PJM,281.930000
2/3/2022 3:49:50 AM,2/2/2022 10:49:50 PM,PJM,318.970000
2/3/2022 3:50:05 AM,2/2/2022 10:50:05 PM,PJM,443.630000
2/3/2022 3:50:20 AM,2/2/2022 10:50:20 PM,PJM,505.890000
2/3/2022 3:50:35 AM,2/2/2022 10:50:35 PM,PJM,422.970000
2/3/2022 3:50:50 AM,2/2/2022 10:50:50 PM,PJM,408.270000
2/3/2022 3:51:05 AM,2/2/2022 10:51:05 PM,PJM,314.870000
2/3/2022 3:51:20 AM,2/2/2022 10:51:20 PM,PJM,293.830000
2/3/2022 3:51:35 AM,2/2/2022 10:51:35 PM,PJM,264.370000
2/3/2022 3:51:50 AM,2/2/2022 10:51:50 PM,PJM,281.170000
2/3/2022 3:52:05 AM,2/2/2022 10:52:05 PM,PJM,226.240000
2/3/2022 3:52:20 AM,2/2/2022 10:52:20 PM,PJM,244.520000
2/3/2022 3:52:35 AM,2/2/2022 10:52:35 PM,PJM,272.560000
2/3/2022 3:52:50 AM,2/2/2022 10:52:50 PM,PJM,304.100000
2/3/2022 3:53:05 AM,2/2/2022 10:53:05 PM,PJM,291.950000
2/3/2022 3:53:20 AM,2/2/2022 10:53:20 PM,PJM,283.370000
2/3/2022 3:53:35 AM,2/2/2022 10:53:35 PM,PJM,354.160000
2/3/2022 3:53:50 AM,2/2/2022 10:53:50 PM,PJM,494.910000
2/3/2022 3:54:05 AM,2/2/2022 10:54:05 PM,PJM,474.360000
2/3/2022 3:54:20 AM,2/2/2022 10:54:20 PM,PJM,444.210000
2/3/2022 3:54:35 AM,2/2/2022 10:54:35 PM,PJM,496.650000
2/3/2022 3:54:50 AM,2/2/2022 10:54:50 PM,PJM,540.560000
2/3/2022 3:55:05 AM,2/2/2022 10:55:05 PM,PJM,611.840000
2/3/2022 3:55:20 AM,2/2/2022 10:55:20 PM,PJM,558.310000
2/3/2022 3:55:35 AM,2/2/2022 10:55:35 PM,PJM,585.070000
2/3/2022 3:55:50 AM,2/2/2022 10:55:50 PM,PJM,521.740000
2/3/2022 3:56:05 AM,2/2/2022 10:56:05 PM,PJM,400.720000
2/3/2022 3:56:20 AM,2/2/2022 10:56:20 PM,PJM,384.150000
2/3/2022 3:56:35 AM,2/2/2022 10:56:35 PM,PJM,306.420000
2/3/2022 3:56:50 AM,2/2/2022 10:56:50 PM,PJM,320.530000
2/3/2022 3:57:05 AM,2/2/2022 10:57:05 PM,PJM,291.890000
2/3/2022 3:57:20 AM,2/2/2022 10:57:20 PM,PJM,244.600000
2/3/2022 3:57:35 AM,2/2/2022 10:57:35 PM,PJM,245.440000
2/3/2022 3:57:50 AM,2/2/2022 10:57:50 PM,PJM,221.290000
2/3/2022 3:58:05 AM,2/2/2022 10:58:05 PM,PJM,190.970000
2/3/2022 3:58:20 AM,2/2/2022 10:58:20 PM,PJM,221.340000
2/3/2022 3:58:35 AM,2/2/2022 10:58:35 PM,PJM,273.920000
2/3/2022 3:58:50 AM,2/2/2022 10:58:50 PM,PJM,251.970000
2/3/2022 3:59:05 AM,2/2/2022 10:59:05 PM,PJM,149.890000
2/3/2022 3:59:20 AM,2/2/2022 10:59:20 PM,PJM,13.590000
2/3/2022 3:59:35 AM,2/2/2022 10:59:35 PM,PJM,80.680000
2/3/2022 3:59:50 AM,2/2/2022 10:59:50 PM,PJM,210.920000
2/3/2022 4:00:05 AM,2/2/2022 11:00:05 PM,PJM,205.160000
2/3/2022 4:00:20 AM,2/2/2022 11:00:20 PM,PJM,148.090000
2/3/2022 4:00:35 AM,2/2/2022 11:00:35 PM,PJM,176.980000
2/3/2022 4:00:50 AM,2/2/2022 11:00:50 PM,PJM,192.460000
2/3/2022 4:01:05 AM,2/2/2022 11:01:05 PM,PJM,234.360000
2/3/2022 4:01:20 AM,2/2/2022 11:01:20 PM,PJM,170.980000
2/3/2022 4:01:35 AM,2/2/2022 11:01:35 PM,PJM,163.490000
2/3/2022 4:01:50 AM,2/2/2022 11:01:50 PM,PJM,271.150000
2/3/2022 4:02:05 AM,2/2/2022 11:02:05 PM,PJM,250.060000
2/3/2022 4:02:20 AM,2/2/2022 11:02:20 PM,PJM,234.100000
2/3/2022 4:02:35 AM,2/2/2022 11:02:35 PM,PJM,254.120000
2/3/2022 4:02:50 AM,2/2/2022 11:02:50 PM,PJM,342.940000
2/3/2022 4:03:05 AM,2/2/2022 11:03:05 PM,PJM,333.880000
2/3/2022 4:03:20 AM,2/2/2022 11:03:20 PM,PJM,381.200000
2/3/2022 4:03:35 AM,2/2/2022 11:03:35 PM,PJM,313.800000
2/3/2022 4:03:50 AM,2/2/2022 11:03:50 PM,PJM,216.040000
2/3/2022 4:04:05 AM,2/2/2022 11:04:05 PM,PJM,313.540000
2/3/2022 4:04:20 AM,2/2/2022 11:04:20 PM,PJM,289.070000
2/3/2022 4:04:35 AM,2/2/2022 11:04:35 PM,PJM,276.530000
2/3/2022 4:04:50 AM,2/2/2022 11:04:50 PM,PJM,277.160000
2/3/2022 4:05:05 AM,2/2/2022 11:05:05 PM,PJM,97.010000
2/3/2022 4:05:20 AM,2/2/2022 11:05:20 PM,PJM,50.690000
2/3/2022 4:05:35 AM,2/2/2022 11:05:35 PM,PJM,13.840000
2/3/2022 4:05:50 AM,2/2/2022 11:05:50 PM,PJM,-94.590000
2/3/2022 4:06:05 AM,2/2/2022 11:06:05 PM,PJM,-261.590000
2/3/2022 4:06:20 AM,2/2/2022 11:06:20 PM,PJM,-346.880000
2/3/2022 4:06:35 AM,2/2/2022 11:06:35 PM,PJM,-565.690000
2/3/2022 4:06:50 AM,2/2/2022 11:06:50 PM,PJM,-654.190000
2/3/2022 4:07:05 AM,2/2/2022 11:07:05 PM,PJM,-745.820000
2/3/2022 4:07:20 AM,2/2/2022 11:07:20 PM,PJM,-718.090000
2/3/2022 4:07:35 AM,2/2/2022 11:07:35 PM,PJM,-766.490000
2/3/2022 4:07:50 AM,2/2/2022 11:07:50 PM,PJM,-715.310000
2/3/2022 4:08:05 AM,2/2/2022 11:08:05 PM,PJM,-676.070000
2/3/2022 4:08:20 AM,2/2/2022 11:08:20 PM,PJM,-724.680000
2/3/2022 4:08:35 AM,2/2/2022 11:08:35 PM,PJM,-675.440000
2/3/2022 4:08:50 AM,2/2/2022 11:08:50 PM,PJM,-583.560000
2/3/2022 4:09:05 AM,2/2/2022 11:09:05 PM,PJM,-465.500000
2/3/2022 4:09:20 AM,2/2/2022 11:09:20 PM,PJM,-213.210000
2/3/2022 4:09:35 AM,2/2/2022 11:09:35 PM,PJM,-223.970000
2/3/2022 4:09:50 AM,2/2/2022 11:09:50 PM,PJM,-78.250000
2/3/2022 4:10:05 AM,2/2/2022 11:10:05 PM,PJM,3.540000
2/3/2022 4:10:20 AM,2/2/2022 11:10:20 PM,PJM,-41.580000
2/3/2022 4:10:35 AM,2/2/2022 11:10:35 PM,PJM,35.650000
2/3/2022 4:10:50 AM,2/2/2022 11:10:50 PM,PJM,14.720000
2/3/2022 4:11:05 AM,2/2/2022 11:11:05 PM,PJM,87.670000
2/3/2022 4:11:20 AM,2/2/2022 11:11:20 PM,PJM,125.580000
2/3/2022 4:11:35 AM,2/2/2022 11:11:35 PM,PJM,128.880000
2/3/2022 4:11:50 AM,2/2/2022 11:11:50 PM,PJM,165.910000
2/3/2022 4:12:05 AM,2/2/2022 11:12:05 PM,PJM,257.210000
2/3/2022 4:12:20 AM,2/2/2022 11:12:20 PM,PJM,293.080000
2/3/2022 4:12:35 AM,2/2/2022 11:12:35 PM,PJM,259.970000
2/3/2022 4:12:50 AM,2/2/2022 11:12:50 PM,PJM,242.450000
2/3/2022 4:13:05 AM,2/2/2022 11:13:05 PM,PJM,375.670000
2/3/2022 4:13:20 AM,2/2/2022 11:13:20 PM,PJM,362.710000
2/3/2022 4:13:35 AM,2/2/2022 11:13:35 PM,PJM,285.750000
2/3/2022 4:13:50 AM,2/2/2022 11:13:50 PM,PJM,273.500000
2/3/2022 4:14:05 AM,2/2/2022 11:14:05 PM,PJM,134.540000
2/3/2022 4:14:20 AM,2/2/2022 11:14:20 PM,PJM,15.020000
2/3/2022 4:14:35 AM,2/2/2022 11:14:35 PM,PJM,-115.930000
2/3/2022 4:14:50 AM,2/2/2022 11:14:50 PM,PJM,-194.870000
2/3/2022 4:15:05 AM,2/2/2022 11:15:05 PM,PJM,-164.350000
2/3/2022 4:15:20 AM,2/2/2022 11:15:20 PM,PJM,-243.810000
2/3/2022 4:15:35 AM,2/2/2022 11:15:35 PM,PJM,-226.530000
2/3/2022 4:15:50 AM,2/2/2022 11:15:50 PM,PJM,-193.860000
2/3/2022 4:16:05 AM,2/2/2022 11:16:05 PM,PJM,-156.280000
2/3/2022 4:16:20 AM,2/2/2022 11:16:20 PM,PJM,-52.540000
2/3/2022 4:16:35 AM,2/2/2022 11:16:35 PM,PJM,45.540000
2/3/2022 4:16:50 AM,2/2/2022 11:16:50 PM,PJM,171.420000
2/3/2022 4:17:05 AM,2/2/2022 11:17:05 PM,PJM,79.910000
2/3/2022 4:17:20 AM,2/2/2022 11:17:20 PM,PJM,118.380000
2/3/2022 4:17:35 AM,2/2/2022 11:17:35 PM,PJM,165.760000
2/3/2022 4:17:50 AM,2/2/2022 11:17:50 PM,PJM,187.000000
2/3/2022 4:18:05 AM,2/2/2022 11:18:05 PM,PJM,126.700000
2/3/2022 4:18:20 AM,2/2/2022 11:18:20 PM,PJM,212.020000
2/3/2022 4:18:35 AM,2/2/2022 11:18:35 PM,PJM,198.550000
2/3/2022 4:18:50 AM,2/2/2022 11:18:50 PM,PJM,181.420000
2/3/2022 4:19:05 AM,2/2/2022 11:19:05 PM,PJM,125.500000
2/3/2022 4:19:20 AM,2/2/2022 11:19:20 PM,PJM,5.800000
2/3/2022 4:19:35 AM,2/2/2022 11:19:35 PM,PJM,-19.280000
2/3/2022 4:19:50 AM,2/2/2022 11:19:50 PM,PJM,65.220000
2/3/2022 4:20:05 AM,2/2/2022 11:20:05 PM,PJM,106.200000
2/3/2022 4:20:20 AM,2/2/2022 11:20:20 PM,PJM,26.740000
2/3/2022 4:20:35 AM,2/2/2022 11:20:35 PM,PJM,-30.880000
2/3/2022 4:20:50 AM,2/2/2022 11:20:50 PM,PJM,-34.040000
2/3/2022 4:21:05 AM,2/2/2022 11:21:05 PM,PJM,2.350000
2/3/2022 4:21:20 AM,2/2/2022 11:21:20 PM,PJM,49.360000
2/3/2022 4:21:35 AM,2/2/2022 11:21:35 PM,PJM,72.400000
2/3/2022 4:21:50 AM,2/2/2022 11:21:50 PM,PJM,-38.210000
2/3/2022 4:22:05 AM,2/2/2022 11:22:05 PM,PJM,-9.460000
2/3/2022 4:22:20 AM,2/2/2022 11:22:20 PM,PJM,-37.700000
2/3/2022 4:22:35 AM,2/2/2022 11:22:35 PM,PJM,75.820000
2/3/2022 4:22:50 AM,2/2/2022 11:22:50 PM,PJM,64.060000
2/3/2022 4:23:05 AM,2/2/2022 11:23:05 PM,PJM,-0.600000
2/3/2022 4:23:20 AM,2/2/2022 11:23:20 PM,PJM,-71.770000
2/3/2022 4:23:35 AM,2/2/2022 11:23:35 PM,PJM,-22.120000
2/3/2022 4:23:50 AM,2/2/2022 11:23:50 PM,PJM,109.270000
2/3/2022 4:24:05 AM,2/2/2022 11:24:05 PM,PJM,39.390000
2/3/2022 4:24:20 AM,2/2/2022 11:24:20 PM,PJM,-29.940000
2/3/2022 4:24:35 AM,2/2/2022 11:24:35 PM,PJM,6.410000
2/3/2022 4:24:50 AM,2/2/2022 11:24:50 PM,PJM,58.950000
2/3/2022 4:25:05 AM,2/2/2022 11:25:05 PM,PJM,67.880000
2/3/2022 4:25:20 AM,2/2/2022 11:25:20 PM,PJM,-71.020000
2/3/2022 4:25:35 AM,2/2/2022 11:25:35 PM,PJM,-115.470000
2/3/2022 4:25:50 AM,2/2/2022 11:25:50 PM,PJM,-99.030000
2/3/2022 4:26:05 AM,2/2/2022 11:26:05 PM,PJM,-80.700000
2/3/2022 4:26:20 AM,2/2/2022 11:26:20 PM,PJM,-135.370000
2/3/2022 4:26:35 AM,2/2/2022 11:26:35 PM,PJM,-114.760000
2/3/2022 4:26:50 AM,2/2/2022 11:26:50 PM,PJM,-67.210000
2/3/2022 4:27:05 AM,2/2/2022 11:27:05 PM,PJM,2.190000
2/3/2022 4:27:20 AM,2/2/2022 11:27:20 PM,PJM,7.150000
2/3/2022 4:27:35 AM,2/2/2022 11:27:35 PM,PJM,49.140000
2/3/2022 4:27:50 AM,2/2/2022 11:27:50 PM,PJM,32.050000
2/3/2022 4:28:05 AM,2/2/2022 11:28:05 PM,PJM,-13.110000
2/3/2022 4:28:20 AM,2/2/2022 11:28:20 PM,PJM,-63.740000
2/3/2022 4:28:35 AM,2/2/2022 11:28:35 PM,PJM,22.070000
2/3/2022 4:28:50 AM,2/2/2022 11:28:50 PM,PJM,-18.690000
2/3/2022 4:29:05 AM,2/2/2022 11:29:05 PM,PJM,-27.900000
2/3/2022 4:29:20 AM,2/2/2022 11:29:20 PM,PJM,-90.900000
2/3/2022 4:29:35 AM,2/2/2022 11:29:35 PM,PJM,-117.590000
2/3/2022 4:29:50 AM,2/2/2022 11:29:50 PM,PJM,-83.290000
2/3/2022 4:30:05 AM,2/2/2022 11:30:05 PM,PJM,-177.090000
2/3/2022 4:30:20 AM,2/2/2022 11:30:20 PM,PJM,-297.780000
2/3/2022 4:30:35 AM,2/2/2022 11:30:35 PM,PJM,-222.510000
2/3/2022 4:30:50 AM,2/2/2022 11:30:50 PM,PJM,-133.220000
2/3/2022 4:31:05 AM,2/2/2022 11:31:05 PM,PJM,35.820000
2/3/2022 4:31:20 AM,2/2/2022 11:31:20 PM,PJM,86.120000
2/3/2022 4:31:35 AM,2/2/2022 11:31:35 PM,PJM,132.170000
2/3/2022 4:31:50 AM,2/2/2022 11:31:50 PM,PJM,58.700000
2/3/2022 4:32:05 AM,2/2/2022 11:32:05 PM,PJM,112.230000
2/3/2022 4:32:20 AM,2/2/2022 11:32:20 PM,PJM,62.980000
2/3/2022 4:32:35 AM,2/2/2022 11:32:35 PM,PJM,90.590000
2/3/2022 4:32:50 AM,2/2/2022 11:32:50 PM,PJM,39.780000
2/3/2022 4:33:05 AM,2/2/2022 11:33:05 PM,PJM,-3.070000
2/3/2022 4:33:20 AM,2/2/2022 11:33:20 PM,PJM,-14.000000
2/3/2022 4:33:35 AM,2/2/2022 11:33:35 PM,PJM,46.430000
2/3/2022 4:33:50 AM,2/2/2022 11:33:50 PM,PJM,149.080000
2/3/2022 4:34:05 AM,2/2/2022 11:34:05 PM,PJM,215.340000
2/3/2022 4:34:20 AM,2/2/2022 11:34:20 PM,PJM,122.000000
2/3/2022 4:34:35 AM,2/2/2022 11:34:35 PM,PJM,173.650000
2/3/2022 4:34:50 AM,2/2/2022 11:34:50 PM,PJM,207.700000
2/3/2022 4:35:05 AM,2/2/2022 11:35:05 PM,PJM,178.700000
2/3/2022 4:35:20 AM,2/2/2022 11:35:20 PM,PJM,119.220000
2/3/2022 4:35:35 AM,2/2/2022 11:35:35 PM,PJM,179.730000
2/3/2022 4:35:50 AM,2/2/2022 11:35:50 PM,PJM,239.940000
2/3/2022 4:36:05 AM,2/2/2022 11:36:05 PM,PJM,152.530000
2/3/2022 4:36:20 AM,2/2/2022 11:36:20 PM,PJM,108.640000
2/3/2022 4:36:35 AM,2/2/2022 11:36:35 PM,PJM,82.680000
2/3/2022 4:36:50 AM,2/2/2022 11:36:50 PM,PJM,48.720000
2/3/2022 4:37:05 AM,2/2/2022 11:37:05 PM,PJM,-0.190000
2/3/2022 4:37:20 AM,2/2/2022 11:37:20 PM,PJM,-43.180000
2/3/2022 4:37:35 AM,2/2/2022 11:37:35 PM,PJM,-125.220000
2/3/2022 4:37:50 AM,2/2/2022 11:37:50 PM,PJM,-171.950000
2/3/2022 4:38:05 AM,2/2/2022 11:38:05 PM,PJM,-39.920000
2/3/2022 4:38:20 AM,2/2/2022 11:38:20 PM,PJM,34.540000
2/3/2022 4:38:35 AM,2/2/2022 11:38:35 PM,PJM,35.210000
2/3/2022 4:38:50 AM,2/2/2022 11:38:50 PM,PJM,-7.450000
2/3/2022 4:39:05 AM,2/2/2022 11:39:05 PM,PJM,-50.890000
2/3/2022 4:39:20 AM,2/2/2022 11:39:20 PM,PJM,-127.120000
2/3/2022 4:39:35 AM,2/2/2022 11:39:35 PM,PJM,-140.370000
2/3/2022 4:39:50 AM,2/2/2022 11:39:50 PM,PJM,-153.660000
2/3/2022 4:40:05 AM,2/2/2022 11:40:05 PM,PJM,-92.310000
2/3/2022 4:40:20 AM,2/2/2022 11:40:20 PM,PJM,-31.290000
2/3/2022 4:40:35 AM,2/2/2022 11:40:35 PM,PJM,-43.540000
2/3/2022 4:40:50 AM,2/2/2022 11:40:50 PM,PJM,74.150000
2/3/2022 4:41:05 AM,2/2/2022 11:41:05 PM,PJM,93.590000
2/3/2022 4:41:20 AM,2/2/2022 11:41:20 PM,PJM,181.370000
2/3/2022 4:41:35 AM,2/2/2022 11:41:35 PM,PJM,250.680000
2/3/2022 4:41:50 AM,2/2/2022 11:41:50 PM,PJM,262.250000
2/3/2022 4:42:05 AM,2/2/2022 11:42:05 PM,PJM,325.570000
2/3/2022 4:42:20 AM,2/2/2022 11:42:20 PM,PJM,310.890000
2/3/2022 4:42:35 AM,2/2/2022 11:42:35 PM,PJM,298.280000
2/3/2022 4:42:50 AM,2/2/2022 11:42:50 PM,PJM,274.550000
2/3/2022 4:43:05 AM,2/2/2022 11:43:05 PM,PJM,294.820000
2/3/2022 4:43:20 AM,2/2/2022 11:43:20 PM,PJM,247.720000
2/3/2022 4:43:35 AM,2/2/2022 11:43:35 PM,PJM,275.240000
2/3/2022 4:43:50 AM,2/2/2022 11:43:50 PM,PJM,320.380000
2/3/2022 4:44:05 AM,2/2/2022 11:44:05 PM,PJM,290.320000
2/3/2022 4:44:20 AM,2/2/2022 11:44:20 PM,PJM,319.420000
2/3/2022 4:44:35 AM,2/2/2022 11:44:35 PM,PJM,301.840000
2/3/2022 4:44:50 AM,2/2/2022 11:44:50 PM,PJM,270.970000
2/3/2022 4:45:05 AM,2/2/2022 11:45:05 PM,PJM,240.620000
2/3/2022 4:45:20 AM,2/2/2022 11:45:20 PM,PJM,154.170000
2/3/2022 4:45:35 AM,2/2/2022 11:45:35 PM,PJM,152.850000
2/3/2022 4:45:50 AM,2/2/2022 11:45:50 PM,PJM,255.700000
2/3/2022 4:46:05 AM,2/2/2022 11:46:05 PM,PJM,269.770000
2/3/2022 4:46:20 AM,2/2/2022 11:46:20 PM,PJM,221.900000
2/3/2022 4:46:35 AM,2/2/2022 11:46:35 PM,PJM,172.690000
2/3/2022 4:46:50 AM,2/2/2022 11:46:50 PM,PJM,116.520000
2/3/2022 4:47:05 AM,2/2/2022 11:47:05 PM,PJM,48.550000
2/3/2022 4:47:20 AM,2/2/2022 11:47:20 PM,PJM,17.250000
2/3/2022 4:47:35 AM,2/2/2022 11:47:35 PM,PJM,101.890000
2/3/2022 4:47:50 AM,2/2/2022 11:47:50 PM,PJM,123.560000
2/3/2022 4:48:05 AM,2/2/2022 11:48:05 PM,PJM,113.720000
2/3/2022 4:48:20 AM,2/2/2022 11:48:20 PM,PJM,131.520000
2/3/2022 4:48:35 AM,2/2/2022 11:48:35 PM,PJM,249.040000
2/3/2022 4:48:50 AM,2/2/2022 11:48:50 PM,PJM,271.100000
2/3/2022 4:49:05 AM,2/2/2022 11:49:05 PM,PJM,208.380000
2/3/2022 4:49:20 AM,2/2/2022 11:49:20 PM,PJM,138.200000
2/3/2022 4:49:35 AM,2/2/2022 11:49:35 PM,PJM,126.840000
2/3/2022 4:49:50 AM,2/2/2022 11:49:50 PM,PJM,215.210000
2/3/2022 4:50:05 AM,2/2/2022 11:50:05 PM,PJM,331.190000
2/3/2022 4:50:20 AM,2/2/2022 11:50:20 PM,PJM,223.290000
2/3/2022 4:50:35 AM,2/2/2022 11:50:35 PM,PJM,301.130000
2/3/2022 4:50:50 AM,2/2/2022 11:50:50 PM,PJM,250.190000
2/3/2022 4:51:05 AM,2/2/2022 11:51:05 PM,PJM,204.110000
2/3/2022 4:51:20 AM,2/2/2022 11:51:20 PM,PJM,124.060000
