datetime_beginning_utc,datetime_beginning_ept,area,ace_mw
2/2/2022 11:00:05 PM,2/2/2022 6:00:05 PM,PJM,710.460000
2/2/2022 11:00:20 PM,2/2/2022 6:00:20 PM,PJM,875.960000
2/2/2022 11:00:35 PM,2/2/2022 6:00:35 PM,PJM,938.030000
2/2/2022 11:00:50 PM,2/2/2022 6:00:50 PM,PJM,1006.060000
2/2/2022 11:01:05 PM,2/2/2022 6:01:05 PM,PJM,955.930000
2/2/2022 11:01:20 PM,2/2/2022 6:01:20 PM,PJM,962.260000
2/2/2022 11:01:35 PM,2/2/2022 6:01:35 PM,PJM,915.270000
2/2/2022 11:01:50 PM,2/2/2022 6:01:50 PM,PJM,985.490000
2/2/2022 11:02:05 PM,2/2/2022 6:02:05 PM,PJM,952.290000
2/2/2022 11:02:20 PM,2/2/2022 6:02:20 PM,PJM,821.920000
2/2/2022 11:02:35 PM,2/2/2022 6:02:35 PM,PJM,757.870000
2/2/2022 11:02:50 PM,2/2/2022 6:02:50 PM,PJM,775.710000
2/2/2022 11:03:05 PM,2/2/2022 6:03:05 PM,PJM,800.990000
2/2/2022 11:03:20 PM,2/2/2022 6:03:20 PM,PJM,797.730000
2/2/2022 11:03:35 PM,2/2/2022 6:03:35 PM,PJM,702.690000
2/2/2022 11:03:50 PM,2/2/2022 6:03:50 PM,PJM,747.690000
2/2/2022 11:04:05 PM,2/2/2022 6:04:05 PM,PJM,905.280000
2/2/2022 11:04:20 PM,2/2/2022 6:04:20 PM,PJM,993.750000
2/2/2022 11:04:35 PM,2/2/2022 6:04:35 PM,PJM,1042.260000
2/2/2022 11:04:50 PM,2/2/2022 6:04:50 PM,PJM,1068.410000
2/2/2022 11:05:05 PM,2/2/2022 6:05:05 PM,PJM,1051.290000
2/2/2022 11:05:20 PM,2/2/2022 6:05:20 PM,PJM,1051.800000
2/2/2022 11:05:35 PM,2/2/2022 6:05:35 PM,PJM,1013.830000
2/2/2022 11:05:50 PM,2/2/2022 6:05:50 PM,PJM,888.530000
2/2/2022 11:06:05 PM,2/2/2022 6:06:05 PM,PJM,858.400000
2/2/2022 11:06:20 PM,2/2/2022 6:06:20 PM,PJM,787.770000
2/2/2022 11:06:35 PM,2/2/2022 6:06:35 PM,PJM,766.660000
2/2/2022 11:06:50 PM,2/2/2022 6:06:50 PM,PJM,808.230000
2/2/2022 11:07:05 PM,2/2/2022 6:07:05 PM,PJM,787.920000
2/2/2022 11:07:20 PM,2/2/2022 6:07:20 PM,PJM,768.730000
2/2/2022 11:07:35 PM,2/2/2022 6:07:35 PM,PJM,813.900000
2/2/2022 11:07:50 PM,2/2/2022 6:07:50 PM,PJM,819.300000
2/2/2022 11:08:05 PM,2/2/2022 6:08:05 PM,PJM,867.830000
2/2/2022 11:08:20 PM,2/2/2022 6:08:20 PM,PJM,985.190000
2/2/2022 11:08:35 PM,2/2/2022 6:08:35 PM,PJM,911.800000
2/2/2022 11:08:50 PM,2/2/2022 6:08:50 PM,PJM,870.510000
2/2/2022 11:09:05 PM,2/2/2022 6:09:05 PM,PJM,851.850000
2/2/2022 11:09:20 PM,2/2/2022 6:09:20 PM,PJM,804.320000
2/2/2022 11:09:35 PM,2/2/2022 6:09:35 PM,PJM,718.060000
2/2/2022 11:09:50 PM,2/2/2022 6:09:50 PM,PJM,631.200000
2/2/2022 11:10:05 PM,2/2/2022 6:10:05 PM,PJM,576.890000
2/2/2022 11:10:20 PM,2/2/2022 6:10:20 PM,PJM,490.520000
2/2/2022 11:10:35 PM,2/2/2022 6:10:35 PM,PJM,333.940000
2/2/2022 11:10:50 PM,2/2/2022 6:10:50 PM,PJM,257.630000
2/2/2022 11:11:05 PM,2/2/2022 6:11:05 PM,PJM,105.830000
2/2/2022 11:11:20 PM,2/2/2022 6:11:20 PM,PJM,116.280000
2/2/2022 11:11:35 PM,2/2/2022 6:11:35 PM,PJM,117.330000
2/2/2022 11:11:50 PM,2/2/2022 6:11:50 PM,PJM,117.710000
2/2/2022 11:12:05 PM,2/2/2022 6:12:05 PM,PJM,129.420000
2/2/2022 11:12:20 PM,2/2/2022 6:12:20 PM,PJM,79.950000
2/2/2022 11:12:35 PM,2/2/2022 6:12:35 PM,PJM,81.580000
2/2/2022 11:12:50 PM,2/2/2022 6:12:50 PM,PJM,158.710000
2/2/2022 11:13:05 PM,2/2/2022 6:13:05 PM,PJM,110.900000
2/2/2022 11:13:20 PM,2/2/2022 6:13:20 PM,PJM,89.160000
2/2/2022 11:13:35 PM,2/2/2022 6:13:35 PM,PJM,99.900000
2/2/2022 11:13:50 PM,2/2/2022 6:13:50 PM,PJM,166.350000
2/2/2022 11:14:05 PM,2/2/2022 6:14:05 PM,PJM,106.100000
2/2/2022 11:14:20 PM,2/2/2022 6:14:20 PM,PJM,45.800000
2/2/2022 11:14:35 PM,2/2/2022 6:14:35 PM,PJM,45.800000
2/2/2022 11:14:50 PM,2/2/2022 6:14:50 PM,PJM,-1.650000
2/2/2022 11:15:05 PM,2/2/2022 6:15:05 PM,PJM,-1.650000
2/2/2022 11:15:20 PM,2/2/2022 6:15:20 PM,PJM,-1.650000
2/2/2022 11:15:35 PM,2/2/2022 6:15:35 PM,PJM,-1.650000
2/2/2022 11:15:50 PM,2/2/2022 6:15:50 PM,PJM,-22.650000
2/2/2022 11:16:05 PM,2/2/2022 6:16:05 PM,PJM,0.790000
2/2/2022 11:16:20 PM,2/2/2022 6:16:20 PM,PJM,-69.460000
2/2/2022 11:16:35 PM,2/2/2022 6:16:35 PM,PJM,-20.480000
2/2/2022 11:16:50 PM,2/2/2022 6:16:50 PM,PJM,-47.550000
2/2/2022 11:17:05 PM,2/2/2022 6:17:05 PM,PJM,52.670000
2/2/2022 11:17:20 PM,2/2/2022 6:17:20 PM,PJM,-22.630000
2/2/2022 11:17:35 PM,2/2/2022 6:17:35 PM,PJM,-13.480000
2/2/2022 11:17:50 PM,2/2/2022 6:17:50 PM,PJM,21.970000
2/2/2022 11:18:05 PM,2/2/2022 6:18:05 PM,PJM,-61.520000
2/2/2022 11:18:20 PM,2/2/2022 6:18:20 PM,PJM,-95.920000
2/2/2022 11:18:35 PM,2/2/2022 6:18:35 PM,PJM,-159.070000
2/2/2022 11:18:50 PM,2/2/2022 6:18:50 PM,PJM,-252.740000
2/2/2022 11:19:05 PM,2/2/2022 6:19:05 PM,PJM,-305.630000
2/2/2022 11:19:20 PM,2/2/2022 6:19:20 PM,PJM,-349.910000
2/2/2022 11:19:35 PM,2/2/2022 6:19:35 PM,PJM,-356.130000
2/2/2022 11:19:50 PM,2/2/2022 6:19:50 PM,PJM,-530.190000
2/2/2022 11:20:05 PM,2/2/2022 6:20:05 PM,PJM,-512.470000
2/2/2022 11:20:20 PM,2/2/2022 6:20:20 PM,PJM,-529.670000
2/2/2022 11:20:35 PM,2/2/2022 6:20:35 PM,PJM,-534.060000
2/2/2022 11:20:50 PM,2/2/2022 6:20:50 PM,PJM,-572.750000
2/2/2022 11:21:05 PM,2/2/2022 6:21:05 PM,PJM,-555.350000
2/2/2022 11:21:20 PM,2/2/2022 6:21:20 PM,PJM,-676.770000
2/2/2022 11:21:35 PM,2/2/2022 6:21:35 PM,PJM,-727.950000
2/2/2022 11:21:50 PM,2/2/2022 6:21:50 PM,PJM,-621.020000
2/2/2022 11:22:05 PM,2/2/2022 6:22:05 PM,PJM,-514.110000
2/2/2022 11:22:20 PM,2/2/2022 6:22:20 PM,PJM,-419.910000
2/2/2022 11:22:35 PM,2/2/2022 6:22:35 PM,PJM,-276.340000
2/2/2022 11:22:50 PM,2/2/2022 6:22:50 PM,PJM,-176.240000
2/2/2022 11:23:05 PM,2/2/2022 6:23:05 PM,PJM,-34.090000
2/2/2022 11:23:20 PM,2/2/2022 6:23:20 PM,PJM,169.040000
2/2/2022 11:23:35 PM,2/2/2022 6:23:35 PM,PJM,268.190000
2/2/2022 11:23:50 PM,2/2/2022 6:23:50 PM,PJM,275.400000
2/2/2022 11:24:05 PM,2/2/2022 6:24:05 PM,PJM,347.360000
2/2/2022 11:24:20 PM,2/2/2022 6:24:20 PM,PJM,486.060000
2/2/2022 11:24:35 PM,2/2/2022 6:24:35 PM,PJM,492.890000
2/2/2022 11:24:50 PM,2/2/2022 6:24:50 PM,PJM,584.920000
2/2/2022 11:25:05 PM,2/2/2022 6:25:05 PM,PJM,710.660000
2/2/2022 11:25:20 PM,2/2/2022 6:25:20 PM,PJM,770.140000
2/2/2022 11:25:35 PM,2/2/2022 6:25:35 PM,PJM,785.910000
2/2/2022 11:25:50 PM,2/2/2022 6:25:50 PM,PJM,853.020000
2/2/2022 11:26:05 PM,2/2/2022 6:26:05 PM,PJM,815.500000
2/2/2022 11:26:20 PM,2/2/2022 6:26:20 PM,PJM,802.130000
2/2/2022 11:26:35 PM,2/2/2022 6:26:35 PM,PJM,741.780000
2/2/2022 11:26:50 PM,2/2/2022 6:26:50 PM,PJM,706.300000
2/2/2022 11:27:05 PM,2/2/2022 6:27:05 PM,PJM,559.360000
2/2/2022 11:27:20 PM,2/2/2022 6:27:20 PM,PJM,395.140000
2/2/2022 11:27:35 PM,2/2/2022 6:27:35 PM,PJM,278.350000
2/2/2022 11:27:50 PM,2/2/2022 6:27:50 PM,PJM,153.610000
2/2/2022 11:28:05 PM,2/2/2022 6:28:05 PM,PJM,114.670000
2/2/2022 11:28:20 PM,2/2/2022 6:28:20 PM,PJM,69.130000
2/2/2022 11:28:35 PM,2/2/2022 6:28:35 PM,PJM,-25.770000
2/2/2022 11:28:50 PM,2/2/2022 6:28:50 PM,PJM,-43.340000
2/2/2022 11:29:05 PM,2/2/2022 6:29:05 PM,PJM,-39.760000
2/2/2022 11:29:20 PM,2/2/2022 6:29:20 PM,PJM,3.260000
2/2/2022 11:29:35 PM,2/2/2022 6:29:35 PM,PJM,22.930000
2/2/2022 11:29:50 PM,2/2/2022 6:29:50 PM,PJM,22.930000
2/2/2022 11:30:05 PM,2/2/2022 6:30:05 PM,PJM,37.880000
2/2/2022 11:30:20 PM,2/2/2022 6:30:20 PM,PJM,37.880000
2/2/2022 11:30:35 PM,2/2/2022 6:30:35 PM,PJM,35.760000
2/2/2022 11:30:50 PM,2/2/2022 6:30:50 PM,PJM,35.760000
2/2/2022 11:31:05 PM,2/2/2022 6:31:05 PM,PJM,19.840000
2/2/2022 11:31:20 PM,2/2/2022 6:31:20 PM,PJM,29.770000
2/2/2022 11:31:35 PM,2/2/2022 6:31:35 PM,PJM,42.080000
2/2/2022 11:31:50 PM,2/2/2022 6:31:50 PM,PJM,-7.000000
2/2/2022 11:32:05 PM,2/2/2022 6:32:05 PM,PJM,-47.140000
2/2/2022 11:32:20 PM,2/2/2022 6:32:20 PM,PJM,-33.650000
2/2/2022 11:32:35 PM,2/2/2022 6:32:35 PM,PJM,-64.630000
2/2/2022 11:32:50 PM,2/2/2022 6:32:50 PM,PJM,-3.950000
2/2/2022 11:33:05 PM,2/2/2022 6:33:05 PM,PJM,41.620000
2/2/2022 11:33:20 PM,2/2/2022 6:33:20 PM,PJM,96.620000
2/2/2022 11:33:35 PM,2/2/2022 6:33:35 PM,PJM,138.690000
2/2/2022 11:33:50 PM,2/2/2022 6:33:50 PM,PJM,137.140000
2/2/2022 11:34:05 PM,2/2/2022 6:34:05 PM,PJM,205.480000
2/2/2022 11:34:20 PM,2/2/2022 6:34:20 PM,PJM,306.870000
2/2/2022 11:34:35 PM,2/2/2022 6:34:35 PM,PJM,376.050000
2/2/2022 11:34:50 PM,2/2/2022 6:34:50 PM,PJM,423.870000
2/2/2022 11:35:05 PM,2/2/2022 6:35:05 PM,PJM,394.290000
2/2/2022 11:35:20 PM,2/2/2022 6:35:20 PM,PJM,341.770000
2/2/2022 11:35:35 PM,2/2/2022 6:35:35 PM,PJM,324.530000
2/2/2022 11:35:50 PM,2/2/2022 6:35:50 PM,PJM,158.490000
2/2/2022 11:36:05 PM,2/2/2022 6:36:05 PM,PJM,44.400000
2/2/2022 11:36:20 PM,2/2/2022 6:36:20 PM,PJM,-66.470000
2/2/2022 11:36:35 PM,2/2/2022 6:36:35 PM,PJM,-241.380000
2/2/2022 11:36:50 PM,2/2/2022 6:36:50 PM,PJM,-154.880000
2/2/2022 11:37:05 PM,2/2/2022 6:37:05 PM,PJM,111.770000
2/2/2022 11:37:20 PM,2/2/2022 6:37:20 PM,PJM,218.610000
2/2/2022 11:37:35 PM,2/2/2022 6:37:35 PM,PJM,233.200000
2/2/2022 11:37:50 PM,2/2/2022 6:37:50 PM,PJM,279.520000
2/2/2022 11:38:05 PM,2/2/2022 6:38:05 PM,PJM,321.210000
2/2/2022 11:38:20 PM,2/2/2022 6:38:20 PM,PJM,269.940000
2/2/2022 11:38:35 PM,2/2/2022 6:38:35 PM,PJM,237.470000
2/2/2022 11:38:50 PM,2/2/2022 6:38:50 PM,PJM,233.000000
2/2/2022 11:39:05 PM,2/2/2022 6:39:05 PM,PJM,242.380000
2/2/2022 11:39:20 PM,2/2/2022 6:39:20 PM,PJM,251.720000
2/2/2022 11:39:35 PM,2/2/2022 6:39:35 PM,PJM,180.250000
2/2/2022 11:39:50 PM,2/2/2022 6:39:50 PM,PJM,113.920000
2/2/2022 11:40:05 PM,2/2/2022 6:40:05 PM,PJM,166.100000
2/2/2022 11:40:20 PM,2/2/2022 6:40:20 PM,PJM,205.530000
2/2/2022 11:40:35 PM,2/2/2022 6:40:35 PM,PJM,178.070000
2/2/2022 11:40:50 PM,2/2/2022 6:40:50 PM,PJM,152.090000
2/2/2022 11:41:05 PM,2/2/2022 6:41:05 PM,PJM,123.970000
2/2/2022 11:41:20 PM,2/2/2022 6:41:20 PM,PJM,59.340000
2/2/2022 11:41:35 PM,2/2/2022 6:41:35 PM,PJM,60.650000
2/2/2022 11:41:50 PM,2/2/2022 6:41:50 PM,PJM,69.670000
2/2/2022 11:42:05 PM,2/2/2022 6:42:05 PM,PJM,167.950000
2/2/2022 11:42:20 PM,2/2/2022 6:42:20 PM,PJM,54.340000
2/2/2022 11:42:35 PM,2/2/2022 6:42:35 PM,PJM,-36.220000
2/2/2022 11:42:50 PM,2/2/2022 6:42:50 PM,PJM,-96.560000
2/2/2022 11:43:05 PM,2/2/2022 6:43:05 PM,PJM,-81.590000
2/2/2022 11:43:20 PM,2/2/2022 6:43:20 PM,PJM,-32.130000
2/2/2022 11:43:35 PM,2/2/2022 6:43:35 PM,PJM,1.660000
2/2/2022 11:43:50 PM,2/2/2022 6:43:50 PM,PJM,52.720000
2/2/2022 11:44:05 PM,2/2/2022 6:44:05 PM,PJM,106.840000
2/2/2022 11:44:20 PM,2/2/2022 6:44:20 PM,PJM,106.840000
2/2/2022 11:44:35 PM,2/2/2022 6:44:35 PM,PJM,107.810000
2/2/2022 11:44:50 PM,2/2/2022 6:44:50 PM,PJM,106.620000
2/2/2022 11:45:05 PM,2/2/2022 6:45:05 PM,PJM,108.170000
2/2/2022 11:45:20 PM,2/2/2022 6:45:20 PM,PJM,177.530000
2/2/2022 11:45:35 PM,2/2/2022 6:45:35 PM,PJM,134.990000
2/2/2022 11:45:50 PM,2/2/2022 6:45:50 PM,PJM,15.230000
2/2/2022 11:46:05 PM,2/2/2022 6:46:05 PM,PJM,-29.440000
2/2/2022 11:46:20 PM,2/2/2022 6:46:20 PM,PJM,-80.080000
2/2/2022 11:46:35 PM,2/2/2022 6:46:35 PM,PJM,-59.190000
2/2/2022 11:46:50 PM,2/2/2022 6:46:50 PM,PJM,3.740000
2/2/2022 11:47:05 PM,2/2/2022 6:47:05 PM,PJM,66.570000
2/2/2022 11:47:20 PM,2/2/2022 6:47:20 PM,PJM,78.520000
2/2/2022 11:47:35 PM,2/2/2022 6:47:35 PM,PJM,18.510000
2/2/2022 11:47:50 PM,2/2/2022 6:47:50 PM,PJM,-16.020000
2/2/2022 11:48:05 PM,2/2/2022 6:48:05 PM,PJM,47.770000
2/2/2022 11:48:20 PM,2/2/2022 6:48:20 PM,PJM,52.240000
2/2/2022 11:48:35 PM,2/2/2022 6:48:35 PM,PJM,18.850000
2/2/2022 11:48:50 PM,2/2/2022 6:48:50 PM,PJM,78.090000
2/2/2022 11:49:05 PM,2/2/2022 6:49:05 PM,PJM,81.010000
2/2/2022 11:49:20 PM,2/2/2022 6:49:20 PM,PJM,0.320000
2/2/2022 11:49:35 PM,2/2/2022 6:49:35 PM,PJM,53.510000
2/2/2022 11:49:50 PM,2/2/2022 6:49:50 PM,PJM,65.890000
2/2/2022 11:50:05 PM,2/2/2022 6:50:05 PM,PJM,-8.700000
2/2/2022 11:50:20 PM,2/2/2022 6:50:20 PM,PJM,-25.420000
2/2/2022 11:50:35 PM,2/2/2022 6:50:35 PM,PJM,-35.300000
2/2/2022 11:50:50 PM,2/2/2022 6:50:50 PM,PJM,70.950000
2/2/2022 11:51:05 PM,2/2/2022 6:51:05 PM,PJM,14.660000
2/2/2022 11:51:20 PM,2/2/2022 6:51:20 PM,PJM,-67.160000
2/2/2022 11:51:35 PM,2/2/2022 6:51:35 PM,PJM,-40.780000
2/2/2022 11:51:50 PM,2/2/2022 6:51:50 PM,PJM,141.780000
2/2/2022 11:52:05 PM,2/2/2022 6:52:05 PM,PJM,153.060000
2/2/2022 11:52:20 PM,2/2/2022 6:52:20 PM,PJM,63.140000
2/2/2022 11:52:35 PM,2/2/2022 6:52:35 PM,PJM,70.650000
2/2/2022 11:52:50 PM,2/2/2022 6:52:50 PM,PJM,3.020000
2/2/2022 11:53:05 PM,2/2/2022 6:53:05 PM,PJM,20.740000
2/2/2022 11:53:20 PM,2/2/2022 6:53:20 PM,PJM,75.570000
2/2/2022 11:53:35 PM,2/2/2022 6:53:35 PM,PJM,63.540000
2/2/2022 11:53:50 PM,2/2/2022 6:53:50 PM,PJM,-8.780000
2/2/2022 11:54:05 PM,2/2/2022 6:54:05 PM,PJM,-18.400000
2/2/2022 11:54:20 PM,2/2/2022 6:54:20 PM,PJM,-0.090000
2/2/2022 11:54:35 PM,2/2/2022 6:54:35 PM,PJM,100.640000
2/2/2022 11:54:50 PM,2/2/2022 6:54:50 PM,PJM,135.560000
2/2/2022 11:55:05 PM,2/2/2022 6:55:05 PM,PJM,118.610000
2/2/2022 11:55:20 PM,2/2/2022 6:55:20 PM,PJM,75.230000
2/2/2022 11:55:35 PM,2/2/2022 6:55:35 PM,PJM,138.640000
2/2/2022 11:55:50 PM,2/2/2022 6:55:50 PM,PJM,256.700000
2/2/2022 11:56:05 PM,2/2/2022 6:56:05 PM,PJM,253.460000
2/2/2022 11:56:20 PM,2/2/2022 6:56:20 PM,PJM,138.060000
2/2/2022 11:56:35 PM,2/2/2022 6:56:35 PM,PJM,185.140000
2/2/2022 11:56:50 PM,2/2/2022 6:56:50 PM,PJM,157.170000
2/2/2022 11:57:05 PM,2/2/2022 6:57:05 PM,PJM,109.220000
2/2/2022 11:57:20 PM,2/2/2022 6:57:20 PM,PJM,89.170000
2/2/2022 11:57:35 PM,2/2/2022 6:57:35 PM,PJM,51.410000
2/2/2022 11:57:50 PM,2/2/2022 6:57:50 PM,PJM,-77.940000
2/2/2022 11:58:05 PM,2/2/2022 6:58:05 PM,PJM,-39.570000
2/2/2022 11:58:20 PM,2/2/2022 6:58:20 PM,PJM,-22.390000
2/2/2022 11:58:35 PM,2/2/2022 6:58:35 PM,PJM,-32.930000
2/2/2022 11:58:50 PM,2/2/2022 6:58:50 PM,PJM,51.520000
2/2/2022 11:59:05 PM,2/2/2022 6:59:05 PM,PJM,220.350000
2/2/2022 11:59:20 PM,2/2/2022 6:59:20 PM,PJM,127.130000
2/2/2022 11:59:35 PM,2/2/2022 6:59:35 PM,PJM,184.220000
2/2/2022 11:59:50 PM,2/2/2022 6:59:50 PM,PJM,237.410000
2/3/2022 12:00:05 AM,2/2/2022 7:00:05 PM,PJM,217.490000
2/3/2022 12:00:20 AM,2/2/2022 7:00:20 PM,PJM,166.630000
2/3/2022 12:00:35 AM,2/2/2022 7:00:35 PM,PJM,122.010000
2/3/2022 12:00:50 AM,2/2/2022 7:00:50 PM,PJM,184.800000
2/3/2022 12:01:05 AM,2/2/2022 7:01:05 PM,PJM,235.880000
2/3/2022 12:01:20 AM,2/2/2022 7:01:20 PM,PJM,231.760000
2/3/2022 12:01:35 AM,2/2/2022 7:01:35 PM,PJM,169.670000
2/3/2022 12:01:50 AM,2/2/2022 7:01:50 PM,PJM,201.080000
2/3/2022 12:02:05 AM,2/2/2022 7:02:05 PM,PJM,201.080000
2/3/2022 12:02:20 AM,2/2/2022 7:02:20 PM,PJM,112.120000
2/3/2022 12:02:35 AM,2/2/2022 7:02:35 PM,PJM,104.460000
2/3/2022 12:02:50 AM,2/2/2022 7:02:50 PM,PJM,122.840000
2/3/2022 12:03:05 AM,2/2/2022 7:03:05 PM,PJM,99.810000
2/3/2022 12:03:20 AM,2/2/2022 7:03:20 PM,PJM,10.980000
2/3/2022 12:03:35 AM,2/2/2022 7:03:35 PM,PJM,41.200000
2/3/2022 12:03:50 AM,2/2/2022 7:03:50 PM,PJM,112.810000
2/3/2022 12:04:05 AM,2/2/2022 7:04:05 PM,PJM,143.720000
2/3/2022 12:04:20 AM,2/2/2022 7:04:20 PM,PJM,151.360000
2/3/2022 12:04:35 AM,2/2/2022 7:04:35 PM,PJM,380.350000
2/3/2022 12:04:50 AM,2/2/2022 7:04:50 PM,PJM,366.140000
2/3/2022 12:05:05 AM,2/2/2022 7:05:05 PM,PJM,294.180000
2/3/2022 12:05:20 AM,2/2/2022 7:05:20 PM,PJM,182.100000
2/3/2022 12:05:35 AM,2/2/2022 7:05:35 PM,PJM,190.510000
2/3/2022 12:05:50 AM,2/2/2022 7:05:50 PM,PJM,86.900000
2/3/2022 12:06:05 AM,2/2/2022 7:06:05 PM,PJM,243.640000
2/3/2022 12:06:20 AM,2/2/2022 7:06:20 PM,PJM,200.830000
2/3/2022 12:06:35 AM,2/2/2022 7:06:35 PM,PJM,3.330000
2/3/2022 12:06:50 AM,2/2/2022 7:06:50 PM,PJM,-70.180000
2/3/2022 12:07:05 AM,2/2/2022 7:07:05 PM,PJM,-153.920000
2/3/2022 12:07:20 AM,2/2/2022 7:07:20 PM,PJM,-233.390000
2/3/2022 12:07:35 AM,2/2/2022 7:07:35 PM,PJM,-280.000000
2/3/2022 12:07:50 AM,2/2/2022 7:07:50 PM,PJM,-311.880000
2/3/2022 12:08:05 AM,2/2/2022 7:08:05 PM,PJM,-531.110000
2/3/2022 12:08:20 AM,2/2/2022 7:08:20 PM,PJM,-554.120000
2/3/2022 12:08:35 AM,2/2/2022 7:08:35 PM,PJM,-458.360000
2/3/2022 12:08:50 AM,2/2/2022 7:08:50 PM,PJM,-403.200000
2/3/2022 12:09:05 AM,2/2/2022 7:09:05 PM,PJM,-304.790000
2/3/2022 12:09:20 AM,2/2/2022 7:09:20 PM,PJM,-418.590000
2/3/2022 12:09:35 AM,2/2/2022 7:09:35 PM,PJM,-418.590000
2/3/2022 12:09:50 AM,2/2/2022 7:09:50 PM,PJM,-449.200000
2/3/2022 12:10:05 AM,2/2/2022 7:10:05 PM,PJM,-449.200000
2/3/2022 12:10:20 AM,2/2/2022 7:10:20 PM,PJM,-449.200000
2/3/2022 12:10:35 AM,2/2/2022 7:10:35 PM,PJM,-446.060000
2/3/2022 12:10:50 AM,2/2/2022 7:10:50 PM,PJM,-463.080000
2/3/2022 12:11:05 AM,2/2/2022 7:11:05 PM,PJM,-418.480000
2/3/2022 12:11:20 AM,2/2/2022 7:11:20 PM,PJM,-366.480000
2/3/2022 12:11:35 AM,2/2/2022 7:11:35 PM,PJM,-306.420000
2/3/2022 12:11:50 AM,2/2/2022 7:11:50 PM,PJM,-262.220000
2/3/2022 12:12:05 AM,2/2/2022 7:12:05 PM,PJM,-222.700000
2/3/2022 12:12:20 AM,2/2/2022 7:12:20 PM,PJM,-244.110000
2/3/2022 12:12:35 AM,2/2/2022 7:12:35 PM,PJM,-88.960000
2/3/2022 12:12:50 AM,2/2/2022 7:12:50 PM,PJM,106.570000
2/3/2022 12:13:05 AM,2/2/2022 7:13:05 PM,PJM,168.540000
2/3/2022 12:13:20 AM,2/2/2022 7:13:20 PM,PJM,205.620000
2/3/2022 12:13:35 AM,2/2/2022 7:13:35 PM,PJM,314.760000
2/3/2022 12:13:50 AM,2/2/2022 7:13:50 PM,PJM,240.230000
2/3/2022 12:14:05 AM,2/2/2022 7:14:05 PM,PJM,261.280000
2/3/2022 12:14:20 AM,2/2/2022 7:14:20 PM,PJM,244.610000
2/3/2022 12:14:35 AM,2/2/2022 7:14:35 PM,PJM,158.340000
2/3/2022 12:14:50 AM,2/2/2022 7:14:50 PM,PJM,88.670000
2/3/2022 12:15:05 AM,2/2/2022 7:15:05 PM,PJM,93.900000
2/3/2022 12:15:20 AM,2/2/2022 7:15:20 PM,PJM,42.130000
2/3/2022 12:15:35 AM,2/2/2022 7:15:35 PM,PJM,26.950000
2/3/2022 12:15:50 AM,2/2/2022 7:15:50 PM,PJM,64.460000
2/3/2022 12:16:05 AM,2/2/2022 7:16:05 PM,PJM,19.760000
2/3/2022 12:16:20 AM,2/2/2022 7:16:20 PM,PJM,101.500000
2/3/2022 12:16:35 AM,2/2/2022 7:16:35 PM,PJM,229.910000
2/3/2022 12:16:50 AM,2/2/2022 7:16:50 PM,PJM,233.310000
2/3/2022 12:17:05 AM,2/2/2022 7:17:05 PM,PJM,208.030000
2/3/2022 12:17:20 AM,2/2/2022 7:17:20 PM,PJM,93.280000
2/3/2022 12:17:35 AM,2/2/2022 7:17:35 PM,PJM,11.270000
2/3/2022 12:17:50 AM,2/2/2022 7:17:50 PM,PJM,74.530000
2/3/2022 12:18:05 AM,2/2/2022 7:18:05 PM,PJM,28.200000
2/3/2022 12:18:20 AM,2/2/2022 7:18:20 PM,PJM,-133.350000
2/3/2022 12:18:35 AM,2/2/2022 7:18:35 PM,PJM,-180.640000
2/3/2022 12:18:50 AM,2/2/2022 7:18:50 PM,PJM,-147.870000
2/3/2022 12:19:05 AM,2/2/2022 7:19:05 PM,PJM,-141.450000
2/3/2022 12:19:20 AM,2/2/2022 7:19:20 PM,PJM,-126.690000
2/3/2022 12:19:35 AM,2/2/2022 7:19:35 PM,PJM,-88.170000
2/3/2022 12:19:50 AM,2/2/2022 7:19:50 PM,PJM,36.630000
2/3/2022 12:20:05 AM,2/2/2022 7:20:05 PM,PJM,24.140000
2/3/2022 12:20:20 AM,2/2/2022 7:20:20 PM,PJM,-31.120000
2/3/2022 12:20:35 AM,2/2/2022 7:20:35 PM,PJM,75.290000
2/3/2022 12:20:50 AM,2/2/2022 7:20:50 PM,PJM,132.180000
2/3/2022 12:21:05 AM,2/2/2022 7:21:05 PM,PJM,145.670000
2/3/2022 12:21:20 AM,2/2/2022 7:21:20 PM,PJM,145.900000
2/3/2022 12:21:35 AM,2/2/2022 7:21:35 PM,PJM,188.430000
2/3/2022 12:21:50 AM,2/2/2022 7:21:50 PM,PJM,213.900000
2/3/2022 12:22:05 AM,2/2/2022 7:22:05 PM,PJM,272.800000
2/3/2022 12:22:20 AM,2/2/2022 7:22:20 PM,PJM,126.880000
2/3/2022 12:22:35 AM,2/2/2022 7:22:35 PM,PJM,165.980000
2/3/2022 12:22:50 AM,2/2/2022 7:22:50 PM,PJM,204.540000
2/3/2022 12:23:05 AM,2/2/2022 7:23:05 PM,PJM,327.670000
2/3/2022 12:23:20 AM,2/2/2022 7:23:20 PM,PJM,317.880000
2/3/2022 12:23:35 AM,2/2/2022 7:23:35 PM,PJM,323.950000
2/3/2022 12:23:50 AM,2/2/2022 7:23:50 PM,PJM,272.300000
2/3/2022 12:24:05 AM,2/2/2022 7:24:05 PM,PJM,281.940000
2/3/2022 12:24:20 AM,2/2/2022 7:24:20 PM,PJM,337.650000
