4.5745,1.5753,10.9,15.54,4.6701,0.38972,0.6331
5.7083,0.96523,4.1547,19.694,0.81091,2.3829,0.30553
5.1158,1.3307,6.1534,20.285,1.3149,1.9622,0.24984
5.9852,0.61567,9.857,22.482,1.1449,2.74,0.22872
4.7505,1.8747,10.998,23.258,0.39088,1.328,0.094596
4.6453,1.5694,4.0602,24.619,4.0865,2.6061,0.7326
4.5942,1.6041,7.3783,18.998,2.1571,2.7319,0.38924
4.8182,0.68777,5.892,17.638,4.3465,1.7391,0.70247
5.6647,1.3584,15.089,16.45,1.7548,1.5397,0.21031
5.3242,0.67018,7.1189,15.76,0.91954,0.71986,0.14283
5.3597,1.8038,15.735,15.497,2.4543,1.4678,0.28671
5.1768,0.65346,8.8002,24.001,3.9013,1.1692,0.53696
4.9559,0.68212,5.2539,19.039,4.7103,2.8684,0.79411
5.723,0.98736,7.0521,15.598,4.106,0.04621,0.51971
4.499,1.5098,12.439,16.69,3.2387,1.3528,0.44793
5.6581,0.76076,13.681,17.963,3.4339,0.55053,0.3879
5.2475,0.61195,14.143,21.256,4.6469,2.3271,0.57514
5.5196,0.92276,9.8082,19.359,2.5425,1.5323,0.34001
6.2805,1.0225,12.376,22.948,4.0579,1.5985,0.44917
5.2067,1.2592,15.387,24.39,3.1124,1.7611,0.37482
4.8778,0.81807,10.122,18.012,4.2215,0.58429,0.5713
4.9196,1.1013,6.9596,16.707,1.5555,2.7701,0.32051
5.3895,1.8521,15.763,16.848,2.1943,0.33336,0.24087
4.9935,0.86185,11.734,19.087,3.0142,2.1336,0.41838
4.91,0.93991,7.8568,16.174,2.1208,1.5236,0.33308
4.5967,0.54032,14.413,17.625,4.6443,2.191,0.62297
5.5238,1.1332,7.0847,20.785,4.8154,1.6404,0.65823
5.5986,1.3612,10.356,17.316,3.3957,1.1865,0.42142
5.2451,1.7215,4.4906,24.88,4.5664,2.3886,0.71344
4.627,1.438,8.3596,17.619,0.68277,2.1637,0.19636
4.6456,1.5751,10.424,21.538,3.5752,2.7112,0.53235
6.4491,0.77298,13.084,18.342,0.1527,2.2322,0.14929
5.5501,1.3416,15.761,19.799,3.0883,2.5783,0.36719
6.2526,0.83111,6.378,20.767,4.4326,0.086022,0.53354
5.5268,1.4835,16.723,16.679,2.5024,1.4133,0.2816
4.5371,0.59859,4.5516,21.82,2.6082,0.29019,0.43934
6.2817,0.70681,13.392,23.175,3.298,1.5558,0.36407
6.6378,1.1262,14.404,21.49,2.162,2.4759,0.24884
4.592,1.0395,6.2541,16.332,4.1569,2.4101,0.70266
4.5391,1.0752,10.849,18.993,3.2843,1.8839,0.48501
5.0716,1.858,4.2013,19.317,0.83584,0.31865,0.13149
5.2565,0.9685,10.366,16.981,4.7582,2.761,0.64641
4.5212,1.0835,7.4986,22.379,2.7394,2.8282,0.4838
5.3608,1.4675,7.9189,24.831,3.3317,1.6174,0.46129
6.0056,0.67666,6.3157,21.665,4.9954,0.51336,0.63387
4.475,1.4235,15.464,20.612,0.95217,1.1067,0.13562
5.4597,1.6806,6.0333,24.816,3.2238,1.1288,0.45082
4.8391,0.66644,10.266,19.283,2.9475,0.67856,0.40651
5.2846,0.90081,7.2735,20.83,3.0855,0.79584,0.43055
6.2961,0.97455,13.493,24.827,2.9203,0.32331,0.30292
6.4845,0.8598,14.631,23.797,2.9718,0.067538,0.29264
5.3781,0.7467,6.0993,18.127,2.1144,0.28269,0.29629
5.7766,1.4658,13.047,19.709,3.1927,0.10081,0.34858
4.5583,1.4031,10.901,18.196,2.0381,2.4599,0.32696
6.0522,0.9487,10.907,24.686,0.52815,1.8329,0.13295
6.1912,0.86773,5.1807,19.235,0.76828,0.84302,0.12478
5.4122,1.708,9.9465,20.271,2.5903,2.8309,0.37213
5.8667,1.433,7.1292,24.577,1.4453,2.0154,0.23303
5.9988,0.80918,7.3123,15.68,3.3392,2.5332,0.46825
5.1923,0.50927,12.779,22.805,3.0109,1.1603,0.38137
6.5068,1.0856,10.012,15.012,2.3046,2.3105,0.29369
5.1417,0.54935,10.128,22.847,0.87937,2.1653,0.18438
5.489,1.3382,8.4346,16.527,0.95873,2.2153,0.20456
4.9586,1.5564,7.4978,24.174,0.94331,0.86249,0.1504
4.6096,1.2543,12.884,20.762,2.1286,1.9333,0.30787
5.8895,1.8043,12.265,21.79,1.0447,2.1278,0.15938
4.9433,1.1212,11.895,16.194,2.2936,1.9858,0.32511
6.1717,1.0743,12.606,18.502,4.2096,2.4988,0.48442
4.9898,1.2462,11.569,21.135,4.3497,0.79434,0.55684
5.1316,1.3909,16.218,16.192,2.3973,1.918,0.2952
5.6528,1.495,11.071,21.473,2.6125,2.9811,0.35851
4.903,0.58776,5.4261,16.058,2.0229,1.3451,0.34777
5.2414,1.5653,12.163,22.635,4.6643,2.9182,0.60131
4.8417,0.62947,13.051,16.389,2.627,1.591,0.35738
6.3806,1.4266,9.1149,19.849,3.7063,1.5602,0.43447
5.1997,0.86176,11.619,16.5,0.22227,2.2648,0.16885
4.9584,0.99573,12.941,19.424,3.6817,1.1841,0.47066
5.9719,0.52702,9.75,22.04,1.6543,1.2729,0.2179
5.0216,1.0933,14.682,16.971,4.4389,1.1735,0.53721
6.169,1.542,14.511,18.968,1.887,0.64806,0.1994
6.2179,1.4263,8.2584,24.493,2.1932,2.5005,0.30759
6.1684,1.866,15.206,16.673,2.5721,2.6528,0.29477
5.7525,1.0616,6.5982,16.548,3.7435,2.4768,0.53797
6.2169,0.62413,10.943,18.185,0.55853,0.40888,0.068788
5.9609,1.1831,6.4662,19.952,0.73804,0.16492,0.094668
6.3566,1.4614,16.085,20.606,2.914,2.4462,0.3148
6.4217,1.6943,4.0068,24.889,3.0628,2.9699,0.46833
5.6137,0.81442,14.418,19.795,2.4905,2.7026,0.31808
5.7217,1.3087,13.602,23.452,1.2337,1.9992,0.17141
4.592,1.5071,12.592,21.26,4.4538,2.9469,0.62458
6.1688,1.3005,16.068,20.814,0.084915,0.36258,0.019963
6.3842,0.78898,14.983,19.843,2.7615,1.8897,0.30123
4.4736,0.56835,8.7113,21.147,2.4478,0.57753,0.37346
