14.645,17.897,134.46,160.97,-0.0064766
28.3,14.478,50.567,114.98,-0.013359
10.951,14.11,38.947,199.19,-0.015715
10.56,6.3166,139.79,60.026,-0.01238
14.933,12.828,119.32,131.43,-0.0074997
18.335,5.5471,93.734,92.044,-0.010231
11.968,5.5964,61.963,75.507,-0.014453
13.481,11.946,66.932,59.323,-0.013881
21.959,11.794,135.92,53.452,-0.012384
29.969,5.4042,96.129,179.95,-0.0089357
11.98,11.757,55.623,135.65,-0.01357
11.147,13.428,83.041,95.143,-0.010244
26.515,13.674,147.49,116.68,-0.0074662
19.025,7.1398,143.76,87.495,-0.0097131
22.966,13.667,75.751,142.2,-0.010297
14.575,11.668,48.303,113.53,-0.015034
17.709,11,52.049,181.02,-0.013359
14.627,18.354,23.829,67.773,-0.020895
20.145,13.992,78.662,67.057,-0.012151
23.06,8.9424,130.93,119.17,-0.0077354
28.826,12.662,144,86.616,-0.009272
25.42,5.6611,18.102,97.07,-0.026614
17.683,11.089,134.9,128.47,-0.0071353
16.72,10.685,44.283,71.726,-0.016968
22.675,18.444,39.192,169.96,-0.013889
29.399,17.866,40.477,134.73,-0.013911
16.54,5.7785,78.955,176,-0.010754
15.599,16.922,61.372,100.03,-0.01213
27.454,8.4783,101.96,92.872,-0.0097776
29.335,5.4585,63.72,141.5,-0.012439
26.957,18.786,11.108,125.69,-0.021219
13.022,16.669,137.34,172.28,-0.0063966
24.038,10.174,91.863,134.82,-0.0093075
10.03,13.262,86.508,134.3,-0.0097197
28.884,18.893,94.575,185.49,-0.0080829
10.735,7.7183,113.21,130.76,-0.0081803
16.064,16.536,85.174,167.02,-0.0092342
11.214,16.097,68.286,76.366,-0.011726
12.751,12.867,117.04,113.61,-0.0078875
23.455,16.103,10.958,142.8,-0.022369
17.212,7.668,110.02,78.661,-0.011066
10.796,13.494,130.37,170.65,-0.0068398
21.718,5.7637,80.482,78.61,-0.011828
22.618,15.279,104.28,183.8,-0.007862
23.212,19.013,56.443,127.99,-0.011874
24.806,13.072,128.38,88.125,-0.009384
28.706,6.5264,92.278,189.16,-0.0090813
15.322,18.395,10.185,83.981,-0.026308
16.312,19.468,147.75,199.1,-0.0058546
16.681,15.776,48.27,128.42,-0.013861
14.432,15.878,97.374,80.594,-0.010175
14.042,10.106,62.975,120.36,-0.012751
18.053,5.7719,87.151,151.14,-0.010087
28.63,13.438,96.474,106.7,-0.0089432
11.51,7.9153,88.743,183.2,-0.0097508
21.935,13.726,145.59,137.94,-0.0065626
12.042,14.598,104.02,71.937,-0.011035
17.79,16.327,65.971,170,-0.010925
27.702,6.6948,77.25,81.446,-0.011767
11.586,14.579,67.587,144.04,-0.011412
29.523,16.087,140.98,167.23,-0.0062308
23.87,9.7758,114.61,166,-0.0076932
21.456,18.609,34.02,193.08,-0.014527
22.548,13.241,28.121,119.42,-0.018596
21.819,7.4445,37.979,66.646,-0.019713
14.603,19.979,28.808,103.78,-0.017666
14.997,18.895,65.868,104.71,-0.01128
10.096,14.858,118.84,138.16,-0.0074088
29.249,9.2776,121.59,97.06,-0.0091547
16.574,7.4331,12.523,95.835,-0.031707
23.625,18.789,74.369,157.18,-0.0097837
19.23,14.045,64.103,185.74,-0.011206
15.696,14.847,94.316,149.5,-0.008787
13.764,10.322,50.119,65.103,-0.015996
10.564,17.987,136.72,156.43,-0.006413
18.818,10.327,131.09,181.36,-0.0068615
10.42,7.2379,62.74,61.523,-0.01452
16.545,15.142,34.307,172.62,-0.016068
14.593,9.0116,60.843,103.84,-0.013445
19.031,14.557,14.065,118.2,-0.023806
23.694,9.3213,10.845,133.19,-0.026323
11.491,17.368,61.855,119.11,-0.011951
19.208,7.4934,10.698,52.105,-0.037777
13.188,9.3081,100.29,91.816,-0.0098095
17.753,10.904,134.29,184.36,-0.0067
29,6.6448,38.973,143.7,-0.016374
11.423,15.213,16.933,73.767,-0.025977
15.301,5.216,95.118,184.38,-0.0093321
22.555,7.1724,123.55,117.01,-0.0080129
16.802,6.3383,52.526,142.44,-0.014713
25.279,10.846,56.697,192.15,-0.012112
21.074,6.7563,32.459,132.54,-0.019206
13.7,17.969,27.684,125.12,-0.018237
17.791,18.576,134.17,123.52,-0.0069876
28.194,14.921,118.61,136.79,-0.0073408
22.052,17.93,37.651,77.639,-0.016164
18.746,9.5492,113.25,141.89,-0.0079503
17.386,9.1115,135.4,149.2,-0.0068528
25.827,10.8,86.114,148.49,-0.0095593
25.633,17.794,120.36,198.15,-0.0068573
16.677,5.4681,79.21,80.798,-0.011767
23.55,14.761,105.46,169.08,-0.0078832
28.728,9.0871,39.276,86.166,-0.017499
22.061,9.6337,22.244,77.602,-0.024184
28.738,5.6573,93.111,54.782,-0.015028
26.807,18.57,45.729,143.75,-0.012983
27.943,14.283,57.282,105.21,-0.012632
13.748,15.12,111.25,171.58,-0.0076599
20.974,12.721,23.256,52.331,-0.024003
28.7,9.8135,62.154,196.01,-0.011388
29.183,10.174,61.202,189.53,-0.011496
26.007,13.393,23.605,139.05,-0.018803
23.193,15.706,41.779,139.92,-0.014385
10.655,12.645,117.84,176.54,-0.0074742
16.613,9.3186,90.739,187.05,-0.0092831
17.322,14.763,142.49,72.502,-0.010145
26.575,5.6734,92.709,124.07,-0.009706
19.962,5.7979,82.123,58.944,-0.01475
23.82,19.308,97.282,147.08,-0.0081817
26.848,7.6982,116.74,124.54,-0.0079499
13.253,8.3862,15.859,114.21,-0.028541
16.895,12.066,136.74,54.088,-0.012274
23.822,9.9772,81.729,52.617,-0.014976
25.01,11.233,98.597,100.09,-0.009077
22.317,15.892,127.36,72.587,-0.010335
15.94,9.1265,83.978,113.54,-0.01039
15.475,15.049,24.217,142.35,-0.01958
15.906,10.877,65.128,152.06,-0.011938
26.386,7.8971,81.977,188.97,-0.0098266
18.208,18.885,70.071,177.96,-0.010174
21.773,18.871,67.735,65.13,-0.01187
14.813,18.862,59.997,84.171,-0.01225
17.005,6.9948,143.15,118.8,-0.0077844
28.634,7.1909,101.24,66.335,-0.012727
10.874,11.551,148.07,169.69,-0.0062133
14.504,8.7878,94.193,137.15,-0.0093722
28.81,14.766,56.757,63.88,-0.013639
17.582,14.739,49.552,165.34,-0.013311
26.269,7.3608,27.405,168.15,-0.018706
23.154,6.9291,11.314,152,-0.026576
24.939,8.3461,138.76,191.68,-0.0065557
20.449,15.965,88.154,142.61,-0.0091055
14.598,16.155,87.229,100.61,-0.0095368
12.579,11.749,50.996,82.225,-0.015127
27.832,14.271,141.41,137.92,-0.006557
20.927,16.392,106.81,116.4,-0.0080299
14.112,9.1437,81.793,191.53,-0.010124
23.788,16.685,101.97,156.18,-0.0080251
27.575,9.2244,43.969,108.94,-0.015726
27.061,5.4734,98.623,106.8,-0.0094638
20.398,14.39,57.07,164.95,-0.012133
22.922,8.5423,24.404,115.05,-0.021648
23.189,13.557,12.775,98.915,-0.02506
13.813,14.419,117.61,117.39,-0.0075854
11.565,6.3417,110.98,75.792,-0.01152
11.594,10.211,126.45,135.82,-0.0072767
21.819,11.425,65.136,106.55,-0.012171
19.935,5.7371,89.074,55.98,-0.015017
16.765,19.829,143.67,196.1,-0.0059782
14.964,16.338,42.667,101.94,-0.015321
15.189,5.1905,136.41,101.87,-0.008984
26.812,19.547,140.93,81.99,-0.0090657
12.442,14.317,91.111,164.14,-0.0090614
12.883,15.045,122.34,145.28,-0.0071874
21.83,9.8096,105.74,84.012,-0.010378
15.395,6.4289,107.49,189.78,-0.0083336
19.596,5.2743,119.1,182.38,-0.0076887
27.353,6.6672,97.655,137.08,-0.0091062
18.891,12.447,50.221,98.987,-0.014515
28.804,18.545,10.113,138.72,-0.020808
29.928,11.922,123.29,97.169,-0.0089129
21.049,7.322,92.214,76.297,-0.011707
19.238,19.584,149.46,175.12,-0.0058355
10.727,14.424,90.857,78.291,-0.010638
27.826,6.8813,50.09,88.028,-0.015634
15.996,13.258,71.182,168.15,-0.01081
29.403,5.8766,135.73,64.395,-0.012039
17.402,9.5256,121.4,97.936,-0.0090816
15.852,6.0576,89.874,174.86,-0.0097258
21.206,15.941,78.932,80.314,-0.010507
11.601,14.107,146.43,190.74,-0.0061336
28.024,7.2121,77.659,50.055,-0.016295
21.858,5.8054,58.855,148.64,-0.013311
11.43,16.022,146.32,52.351,-0.011621
12.352,19.581,135.07,89.195,-0.008711
15.846,15.77,114.04,78.087,-0.010151
10.912,17.944,119.35,148.32,-0.0071867
16.956,6.5906,124.72,58.308,-0.013064
28.855,17.854,63.992,151.14,-0.010734
18.789,5.1575,125.21,194.19,-0.0073467
